Time 1 - Nome,Time 1 - Vitoria,Time 1 - Empate,Time 1 - Derrota,Time 2 - Nome,Time 2 - Vitoria,Time 2 - Empate,Time 2 - Derrota
LONDRINA/PR,0,1,0,BOTAFOGO/SP,0,1,0
LONDRINA/PR,1,0,0,AMERICANO/RJ,0,0,1
LONDRINA/PR,0,0,1,MOGI MIRIM/SP,1,0,0
LONDRINA/PR,0,0,1,LUVERDENSE/MT,1,0,0
LONDRINA/PR,1,0,0,JOINVILLE/SC,0,0,1
LONDRINA/PR,0,0,1,MARINGA/PR,1,0,0
LONDRINA/PR,2,1,0,SAMPAIO CORREA/MA,0,1,2
LONDRINA/PR,1,1,1,TOMBENSE/MG,1,1,1
DEPORTIVO CALI,0,1,1,CORINTHIANS/SP,1,1,0
DEPORTIVO CALI,0,1,0,MELGAR,0,1,0
JUVENTUS/SC,0,1,0,CRICIUMA/SC,0,1,0
JUVENTUS/SC,0,0,1,FIGUEIRENSE/SC,1,0,0
JUVENTUS/SC,0,1,0,JOINVILLE/SC,0,1,0
JUVENTUS/SC,0,0,1,BRUSQUE/SC,1,0,0
PACAJUS/CE,0,1,0,SANTA CRUZ/PE,0,1,0
MIXTO/MT,0,1,0,GAMA/DF,0,1,0
MIXTO/MT,0,1,0,OPERARIO/MS,0,1,0
MIXTO/MT,0,0,1,SAMPAIO CORREA/MA,1,0,0
MIXTO/MT,0,0,1,DOM PEDRO/DF,1,0,0
SAO CAETANO B/SP,0,0,1,SANTO ANDRE/SP,1,0,0
DEMOCRATA/MG,1,0,1,ATLETICO/MG,1,0,1
DEMOCRATA/MG,1,0,2,CRUZEIRO/MG,2,0,1
SAINT-ETIENNE,1,0,0,MARSEILLE,0,0,1
SAINT-ETIENNE,1,0,0,GUINGAMP,0,0,1
SAINT-ETIENNE,0,1,0,RENNES,0,1,0
SAINT-ETIENNE,0,0,1,PSG,1,0,0
SAINT-ETIENNE,1,0,0,TOULOUSE,0,0,1
SAINT-ETIENNE,1,0,1,NANTES,1,0,1
ASTON VILLA,0,0,1,TOTTENHAM,1,0,0
ASTON VILLA,1,0,0,LEICESTER,0,0,1
ASTON VILLA,1,0,0,ARSENAL,0,0,1
ASTON VILLA,0,0,2,MANCHESTER CITY,2,0,0
ASTON VILLA,0,0,1,CHELSEA,1,0,0
ASTON VILLA,1,1,0,EVERTON,0,1,1
ASTON VILLA,1,0,0,ATHLETIC BILBAO,0,0,1
ASTON VILLA,0,0,1,WEST HAM,1,0,0
ASTON VILLA,1,0,0,BRENTFORD,0,0,1
ASTON VILLA,1,0,0,FULHAM,0,0,1
ASTON VILLA,0,0,1,MANCHESTER UNITED,1,0,0
ASTON VILLA,0,1,0,LEEDS UNITED,0,1,0
ASTON VILLA,0,0,1,CRYSTAL PALACE,1,0,0
LEVANTE,0,0,1,FC BARCELONA,1,0,0
LEVANTE,0,0,1,RAYO VALLECANO,1,0,0
LEVANTE,1,0,0,CELTA DE VIGO,0,0,1
LEVANTE,0,1,0,EIBAR,0,1,0
LEVANTE,0,0,1,ATLETICO MADRID,1,0,0
LEVANTE,0,0,1,BARCELONA,1,0,0
CHINA,0,0,1,PORTUGAL,1,0,0
CHINA,0,0,1,COSTA RICA,1,0,0
CHINA,0,0,1,BRASIL,1,0,0
CHINA,0,0,1,TURQUIA,1,0,0
NACIONAL/MG,0,1,0,ATLETICO/MG,0,1,0
NACIONAL/MG,0,0,1,CRUZEIRO/MG,1,0,0
NACIONAL/MG,1,0,0,EXTREMA/MG,0,0,1
NACIONAL/MG,0,0,1,JUVENTUS/MG,1,0,0
PALMEIRAS B/SP,0,1,0,JABOTICABAL/SP,0,1,0
GUAPIRA/SP,0,1,0,TUPA/SP,0,1,0
GUAPIRA/SP,1,0,0,XV CARAGUA/SP,0,0,1
GUAPIRA/SP,1,0,0,FERNANDOPOLIS/SP,0,0,1
RESENDE/RJ,0,1,0,BOAVISTA/RJ,0,1,0
RESENDE/RJ,0,0,2,BOTAFOGO/RJ,2,0,0
RESENDE/RJ,0,1,0,PORTUGUESA/RJ,0,1,0
RESENDE/RJ,0,0,1,VASCO DA GAMA/RJ,1,0,0
RESENDE/RJ,0,0,1,ATHLETIC CLUB/MG,1,0,0
RESENDE/RJ,0,0,1,FLAMENGO/RJ,1,0,0
RESENDE/RJ,0,0,1,FLUMINENSE/RJ,1,0,0
HERTHA BERLIM,0,0,1,COLONIA,1,0,0
HERTHA BERLIM,1,0,0,RB LEIPZIG,0,0,1
DINAMARCA,0,0,1,ESPANHA,1,0,0
DINAMARCA,0,1,0,CROACIA,0,1,0
DINAMARCA,0,1,0,SENEGAL,0,1,0
DINAMARCA,1,0,0,FINLANDIA,0,0,1
DINAMARCA,1,0,0,URUGUAI,0,0,1
DINAMARCA,0,0,1,ALEMANHA,1,0,0
DINAMARCA,0,1,0,SUICA,0,1,0
DINAMARCA,1,0,0,PERU,0,0,1
DINAMARCA,0,0,1,JAPAO,1,0,0
DINAMARCA,0,1,0,ROMENIA,0,1,0
DINAMARCA,1,1,0,TUNISIA,0,1,1
DINAMARCA,0,0,1,PORTUGAL,1,0,0
DINAMARCA,0,0,1,HOLANDA,1,0,0
DINAMARCA,1,0,0,GRECIA,0,0,1
DINAMARCA,1,0,0,CAMAROES,0,0,1
DINAMARCA,1,0,0,SERVIA/SER,0,0,1
DINAMARCA,1,0,0,SUECIA,0,0,1
DINAMARCA,2,1,1,FRANCA,1,1,2
DINAMARCA,0,1,0,AUSTRALIA,0,1,0
URT/MG,1,0,2,VILLA NOVA/MG,2,0,1
URT/MG,0,0,3,CRUZEIRO/MG,3,0,0
URT/MG,1,0,0,UBERLANDIA/MG,0,0,1
URT/MG,1,0,0,CALDENSE/MG,0,0,1
URT/MG,0,0,1,IPATINGA/MG,1,0,0
URT/MG,1,1,0,ATLETICO/MG,0,1,1
URT/MG,0,1,1,AMERICA/MG,1,1,0
ATLETICO,0,1,0,FLUMINENSE,0,1,0
ATLETICO,0,0,1,BARUERI,1,0,0
ATLETICO,0,1,0,PALMAS,0,1,0
ATLETICO,0,1,0,PORTO,0,1,0
ATLETICO,0,0,1,FERROVIARIA,1,0,0
ATLETICO,1,0,0,JACAREI,0,0,1
ATLETICO,1,0,0,MARILIA,0,0,1
ATLETICO,0,0,1,RIO BRANCO,1,0,0
SPORT/PE,0,0,1,RETRO BRASIL/PE,1,0,0
SPORT/PE,0,2,1,MARILIA/SP,1,2,0
SPORT/PE,9,1,1,CENTRAL/PE,1,1,9
SPORT/PE,0,0,1,CSA/AL,1,0,0
SPORT/PE,1,0,0,CABENSE/PE,0,0,1
SPORT/PE,5,0,0,PORTO/PE,0,0,5
SPORT/PE,3,0,1,LONDRINA/PR,1,0,3
SPORT/PE,0,1,0,CUIABA/MT,0,1,0
SPORT/PE,1,0,0,CAMPINENSE/PB,0,0,1
SPORT/PE,2,2,1,CRICIUMA/SC,1,2,2
SPORT/PE,1,1,1,SANTO ANDRE/SP,1,1,1
SPORT/PE,4,3,5,CEARA/CE,5,3,4
SPORT/PE,14,12,11,SANTA CRUZ/PE,11,12,14
SPORT/PE,5,2,7,CORINTHIANS/SP,7,2,5
SPORT/PE,0,1,1,RB BRAGANTINO/SP,1,1,0
SPORT/PE,1,1,1,MIRASSOL/SP,1,1,1
SPORT/PE,6,0,2,PARANA/PR,2,0,6
SPORT/PE,1,6,0,CHAPECOENSE/SC,0,6,1
SPORT/PE,1,0,0,PAULISTA/SP,0,0,1
SPORT/PE,1,1,0,BARUERI/SP,0,1,1
SPORT/PE,2,1,2,BRAGANTINO/SP,2,1,2
SPORT/PE,2,4,7,BOTAFOGO/RJ,7,4,2
SPORT/PE,2,3,1,ATLETICO/GO,1,3,2
SPORT/PE,1,0,0,YPIRANGA/PE,0,0,1
SPORT/PE,0,2,2,AMERICA/MG,2,2,0
SPORT/PE,1,0,0,SAO RAIMUNDO/AM,0,0,1
SPORT/PE,7,2,3,GREMIO/RS,3,2,7
SPORT/PE,1,1,5,FORTALEZA/CE,5,1,1
SPORT/PE,3,3,7,VASCO DA GAMA/RJ,7,3,3
SPORT/PE,10,2,6,CORITIBA/PR,6,2,10
SPORT/PE,1,1,0,SAMP CORREA/MA,0,1,1
SPORT/PE,6,4,6,ATHLETICO/PR,6,4,6
SPORT/PE,1,2,0,NOVORIZONTINO/SP,0,2,1
SPORT/PE,1,0,0,OPERARIO/PR,0,0,1
SPORT/PE,0,1,1,ASA/AL,1,1,0
SPORT/PE,1,0,0,BOTAFOGO/PB,0,0,1
SPORT/PE,1,0,0,SERRA TALHADA/PE,0,0,1
SPORT/PE,7,2,7,BAHIA/BA,7,2,7
SPORT/PE,0,1,0,BRASIL/RS,0,1,0
SPORT/PE,4,5,6,CRUZEIRO/MG,6,5,4
SPORT/PE,4,2,1,GUARANI/SP,1,2,4
SPORT/PE,3,2,0,VILA NOVA/GO,0,2,3
SPORT/PE,1,0,0,AMAZONAS/AM,0,0,1
SPORT/PE,21,19,15,NAUTICO/PE,15,19,21
SPORT/PE,5,5,10,FLUMINENSE/RJ,10,5,5
SPORT/PE,4,5,2,PONTE PRETA/SP,2,5,4
SPORT/PE,1,0,0,SUMARE/SP,0,0,1
SPORT/PE,1,0,1,ICASA/CE,1,0,1
SPORT/PE,2,6,5,INTERNACIONAL/RS,5,6,2
SPORT/PE,1,1,0,PAYSANDU/PA,0,1,1
SPORT/PE,2,3,1,AMERICA/RN,1,3,2
SPORT/PE,0,1,1,BRUSQUE/SC,1,1,0
SPORT/PE,3,2,3,AVAI/SC,3,2,3
SPORT/PE,2,5,9,FLAMENGO/RJ,9,5,2
SPORT/PE,0,1,3,CRB/AL,3,1,0
SPORT/PE,6,3,9,PALMEIRAS/SP,9,3,6
SPORT/PE,5,2,7,VITORIA/BA,7,2,5
SPORT/PE,1,0,2,IPATINGA/MG,2,0,1
SPORT/PE,2,0,0,AMERICA/PE,0,0,2
SPORT/PE,0,0,2,ITUANO/SP,2,0,0
SPORT/PE,2,1,2,PORTUGUESA/SP,2,1,2
SPORT/PE,0,0,1,A B C/RN,1,0,0
SPORT/PE,5,6,4,FIGUEIRENSE/SC,4,6,5
SPORT/PE,2,0,2,JUVENTUDE/RS,2,0,2
SPORT/PE,6,6,4,SANTOS/SP,4,6,6
SPORT/PE,2,0,0,ABC/RN,0,0,2
SPORT/PE,1,0,0,RIVER/PI,0,0,1
SPORT/PE,0,0,1,BRASILIENSE/DF,1,0,0
SPORT/PE,4,2,3,GOIAS/GO,3,2,4
SPORT/PE,1,1,1,SAO CAETANO/SP,1,1,1
SPORT/PE,5,3,12,ATLETICO/MG,12,3,5
SPORT/PE,4,2,0,BOTAFOGO/SP,0,2,4
SPORT/PE,1,0,0,VITORIA CONQUISTA/BA,0,0,1
SPORT/PE,0,1,0,ARARIPINA/PE,0,1,0
SPORT/PE,2,0,0,JOINVILLE/SC,0,0,2
SPORT/PE,3,3,14,SAO PAULO/SP,14,3,3
SPORT/PE,1,0,0,TOMBENSE/MG,0,0,1
SPORT/PE,0,1,0,ATIBAIA/SP,0,1,0
SPORT/PE,0,4,3,SALGUEIRO/PE,3,4,0
SPORT/PE,1,0,0,RECIFE/PE,0,0,1
LIECHTENSTEIN,0,0,1,ILHAS FAROE,1,0,0
SAO VICENTE,0,0,1,BOTAFOGO,1,0,0
PRIMAVERA,1,0,0,PARANA,0,0,1
ATLETICO/PB,1,0,0,SERRANO/PB,0,0,1
ATLETICO/PB,1,0,0,CAMPINENSE/PB,0,0,1
ATLETICO/PB,0,0,1,NACIONAL/PB,1,0,0
ATLETICO/PB,2,0,1,TREZE/PB,1,0,2
ATLETICO/PB,0,1,0,MIRAMAR/PB,0,1,0
ATLETICO/PB,1,0,0,SOUSA/PB,0,0,1
ATLETICO/PB,0,0,1,BOTAFOGO/PB,1,0,0
DANUBIO,0,0,1,ATHLETICO/PR,1,0,0
NOVORIZONTINO/SP,1,0,0,BAHIA/BA,0,0,1
NOVORIZONTINO/SP,0,0,1,GUARANI/SP,1,0,0
NOVORIZONTINO/SP,1,1,1,VILA NOVA/GO,1,1,1
NOVORIZONTINO/SP,0,2,0,AMAZONAS/AM,0,2,0
NOVORIZONTINO/SP,0,2,1,PONTE PRETA/SP,1,2,0
NOVORIZONTINO/SP,0,0,1,LONDRINA/PR,1,0,0
NOVORIZONTINO/SP,1,0,0,CUIABA/MT,0,0,1
NOVORIZONTINO/SP,3,2,1,CRICIUMA/SC,1,2,3
NOVORIZONTINO/SP,1,0,0,CEARA/CE,0,0,1
NOVORIZONTINO/SP,1,1,2,CORINTHIANS/SP,2,1,1
NOVORIZONTINO/SP,0,1,0,PAYSANDU/PA,0,1,0
NOVORIZONTINO/SP,1,0,0,ATHLETIC CLUB/MG,0,0,1
NOVORIZONTINO/SP,1,2,1,MIRASSOL/SP,1,2,1
NOVORIZONTINO/SP,2,1,1,CHAPECOENSE/SC,1,1,2
NOVORIZONTINO/SP,0,1,0,AVAI/SC,0,1,0
NOVORIZONTINO/SP,1,0,3,CRB/AL,3,0,1
NOVORIZONTINO/SP,0,1,0,BRUSQUE/SC,0,1,0
NOVORIZONTINO/SP,1,1,1,PALMEIRAS/SP,1,1,1
NOVORIZONTINO/SP,0,0,2,VITORIA/BA,2,0,0
NOVORIZONTINO/SP,2,1,0,ITUANO/SP,0,1,2
NOVORIZONTINO/SP,1,0,0,AGUA SANTA/SP,0,0,1
NOVORIZONTINO/SP,1,0,0,JUVENTUDE/RS,0,0,1
NOVORIZONTINO/SP,1,1,0,SANTOS/SP,0,1,1
NOVORIZONTINO/SP,1,0,0,ABC/RN,0,0,1
NOVORIZONTINO/SP,1,0,0,MANAUS/AM,0,0,1
NOVORIZONTINO/SP,1,0,1,GOIAS/GO,1,0,1
NOVORIZONTINO/SP,1,0,1,AMERICA/MG,1,0,1
NOVORIZONTINO/SP,1,1,2,BOTAFOGO/SP,2,1,1
NOVORIZONTINO/SP,1,0,0,VASCO DA GAMA/RJ,0,0,1
NOVORIZONTINO/SP,0,0,1,GREMIO/RS,1,0,0
NOVORIZONTINO/SP,1,1,0,SAO PAULO/SP,0,1,1
NOVORIZONTINO/SP,0,2,1,SPORT/PE,1,2,0
NOVORIZONTINO/SP,0,1,1,TOMBENSE/MG,1,1,0
NOVORIZONTINO/SP,0,1,0,SAMP CORREA/MA,0,1,0
NOVORIZONTINO/SP,0,2,0,CORITIBA/PR,0,2,0
NOVORIZONTINO/SP,0,1,0,VOLTA REDONDA/RJ,0,1,0
NOVORIZONTINO/SP,0,0,1,ATHLETICO/PR,1,0,0
NOVORIZONTINO/SP,1,1,1,OPERARIO/PR,1,1,1
COLON,1,0,0,OLIMPIA,0,0,1
COLON,1,0,0,CERRO PORTENO,0,0,1
COLON,0,1,0,TALLERES,0,1,0
COLON,0,0,1,PENAROL,1,0,0
XV DE PIRACICABA/SP,0,0,1,PALMEIRAS/SP,1,0,0
POLONIA,1,0,0,ARABIA SAUDITA,0,0,1
POLONIA,0,0,2,PORTUGAL,2,0,0
POLONIA,0,0,1,COLOMBIA,1,0,0
POLONIA,1,0,0,LITUANIA,0,0,1
POLONIA,1,0,0,ESTADOS UNIDOS,0,0,1
POLONIA,0,0,1,ARGENTINA,1,0,0
POLONIA,1,0,0,JAPAO,0,0,1
POLONIA,0,0,1,CROACIA,1,0,0
POLONIA,1,0,1,FINLANDIA,1,0,1
POLONIA,1,0,0,PAIS DE GALES,0,0,1
POLONIA,0,1,0,MEXICO,0,1,0
POLONIA,1,0,0,COSTA RICA,0,0,1
POLONIA,1,0,0,ESTONIA,0,0,1
POLONIA,0,0,1,ALEMANHA,1,0,0
POLONIA,0,0,1,COREIA DO SUL,1,0,0
POLONIA,1,0,0,MONTENEGRO,0,0,1
RIOVERDENSE/GO,0,0,1,VILA NOVA/GO,1,0,0
PIRAMBU/SE,1,0,0,LAGARTENSE/SE,0,0,1
HUMAITA/AC,0,0,1,PORTO VELHO/RO,1,0,0
TREZE/PB,0,0,1,VILA NOVA/GO,1,0,0
TREZE/PB,0,0,1,CENTRAL/PE,1,0,0
TREZE/PB,0,1,0,CSA/AL,0,1,0
TREZE/PB,0,0,1,NAUTICO/PE,1,0,0
TREZE/PB,0,0,1,DESPORTIVA/PB,1,0,0
TREZE/PB,1,0,0,SERRANO/PB,0,0,1
TREZE/PB,3,7,3,CAMPINENSE/PB,3,7,3
TREZE/PB,0,0,1,CRICIUMA/SC,1,0,0
TREZE/PB,0,0,2,CEARA/CE,2,0,0
TREZE/PB,1,0,1,SANTA CRUZ/PE,1,0,1
TREZE/PB,0,0,1,PAYSANDU/PA,1,0,0
TREZE/PB,0,0,2,CRB/AL,2,0,0
TREZE/PB,0,0,1,VITORIA/BA,1,0,0
TREZE/PB,0,0,1,SANTA CRUZ/RN,1,0,0
TREZE/PB,1,1,0,AUTO ESPORTE/PB,0,1,1
TREZE/PB,0,0,1,JACUIPENSE/BA,1,0,0
TREZE/PB,0,1,1,ABC/RN,1,1,0
TREZE/PB,0,1,0,BRASILIENSE/DF,0,1,0
TREZE/PB,0,1,0,MANAUS/AM,0,1,0
TREZE/PB,0,0,1,FERROVIARIO/CE,1,0,0
TREZE/PB,1,0,0,INTERNACIONAL/PB,0,0,1
TREZE/PB,1,1,1,SAMPAIO CORREA/MA,1,1,1
TREZE/PB,1,1,1,FORTALEZA/CE,1,1,1
TREZE/PB,1,0,0,CAXIAS/RS,0,0,1
TREZE/PB,1,0,2,ATLETICO/PB,2,0,1
TREZE/PB,0,0,1,ASA/AL,1,0,0
TREZE/PB,1,1,3,SOUSA/PB,3,1,1
TREZE/PB,6,5,9,BOTAFOGO/PB,9,5,6
AUSTRIA,0,1,0,ESLOVENIA,0,1,0
AUSTRIA,0,0,1,ALEMANHA,1,0,0
AUSTRIA,0,0,1,PAIS DE GALES,1,0,0
AUSTRIA,0,0,1,CROACIA,1,0,0
AUSTRIA,0,0,1,ROMENIA,1,0,0
AUSTRIA,1,0,0,NORUEGA,0,0,1
XV CARAGUA/SP,0,0,1,RIO CLARO/SP,1,0,0
XV CARAGUA/SP,0,0,1,GUAPIRA/SP,1,0,0
CADIZ,0,1,0,OSASUNA,0,1,0
CADIZ,0,0,1,BARCELONA,1,0,0
CADIZ,0,1,0,REAL MADRID,0,1,0
CADIZ,1,0,1,VALENCIA CLUB,1,0,1
MAMELODI,0,1,0,FLUMINENSE/RJ,0,1,0
GAMA/DF,0,0,2,BAHIA/BA,2,0,0
GAMA/DF,0,1,1,GUARANI/SP,1,1,0
GAMA/DF,1,1,0,MARILIA/SP,0,1,1
GAMA/DF,2,0,0,PALMAS/TO,0,0,2
GAMA/DF,0,3,0,VILA NOVA/GO,0,3,0
GAMA/DF,4,1,1,BRASILIA/DF,1,1,4
GAMA/DF,1,0,0,LEGIAO/DF,0,0,1
GAMA/DF,0,1,0,REMO/PA,0,1,0
GAMA/DF,2,1,0,CFZ-BSB/DF,0,1,2
GAMA/DF,0,0,1,NAUTICO/PE,1,0,0
GAMA/DF,0,1,0,PONTE PRETA/SP,0,1,0
GAMA/DF,1,1,0,BANDEIRANTE/DF,0,1,1
GAMA/DF,0,0,1,CRICIUMA/SC,1,0,0
GAMA/DF,0,0,1,SANTO ANDRE/SP,1,0,0
GAMA/DF,0,0,1,P. DESPORTOS/SP,1,0,0
GAMA/DF,0,1,1,CEARA/CE,1,1,0
GAMA/DF,0,0,2,CORINTHIANS/SP,2,0,0
GAMA/DF,2,0,0,PAYSANDU/PA,0,0,2
GAMA/DF,1,1,0,SANTA CRUZ/PE,0,1,1
GAMA/DF,1,0,0,FORMOSA/GO,0,0,1
GAMA/DF,0,0,1,SOBRADINHO/DF,1,0,0
GAMA/DF,0,1,0,MIXTO/MT,0,1,0
GAMA/DF,0,0,1,SAO  CAETANO/SP,1,0,0
GAMA/DF,0,2,0,PALMEIRAS/SP,0,2,0
GAMA/DF,0,1,0,PAULISTA/SP,0,1,0
GAMA/DF,2,0,0,VITORIA/BA,0,0,2
GAMA/DF,0,0,1,IPATINGA/MG,1,0,0
GAMA/DF,1,0,0,BARUERI/SP,0,0,1
GAMA/DF,1,0,2,ITUANO/SP,2,0,1
GAMA/DF,1,1,0,PORTUGUESA/SP,0,1,1
GAMA/DF,0,0,1,A B C/RN,1,0,0
GAMA/DF,3,0,0,SANTA MARIA/DF,0,0,3
GAMA/DF,0,0,1,FIGUEIRENSE/SC,1,0,0
GAMA/DF,1,0,1,LUZIANIA/GO,1,0,1
GAMA/DF,0,1,1,BOTAFOGO/RJ,1,1,0
GAMA/DF,4,1,0,BRAZLANDIA/DF,0,1,4
GAMA/DF,12,11,10,BRASILIENSE/DF,10,11,12
GAMA/DF,1,0,2,GOIAS/GO,2,0,1
GAMA/DF,4,3,6,CEILANDIA/DF,6,3,4
GAMA/DF,0,2,1,DOM PEDRO/DF,1,2,0
GAMA/DF,0,1,1,SAO CAETANO/SP,1,1,0
GAMA/DF,0,0,1,SPORT RECIFE/PE,1,0,0
GAMA/DF,0,1,0,COMERCIAL/MS,0,1,0
GAMA/DF,1,0,0,ATLETICO/MG,0,0,1
GAMA/DF,0,0,1,AMERICA/MG,1,0,0
GAMA/DF,1,0,1,GREMIO/RS,1,0,1
GAMA/DF,1,1,0,PARANOA/DF,0,1,1
GAMA/DF,2,0,0,FORTALEZA/CE,0,0,2
GAMA/DF,2,1,1,CORITIBA/PR,1,1,2
GAMA/DF,0,0,1,ITUIUTABA/MG,1,0,0
GAMA/DF,3,0,0,GUARA/DF,0,0,3
GAMA/DF,1,0,0,DOM PEDRO II/DF,0,0,1
AUDAX ITALIANO,1,0,0,SANTOS/SP,0,0,1
CRUZEIRO/AL,1,0,0,JACUIPENSE/BA,0,0,1
CRUZEIRO/AL,0,0,1,BAHIA DE FEIRA/BA,1,0,0
NIMES OLYMPIQUE,0,0,1,MARSEILLE,1,0,0
NIMES OLYMPIQUE,1,0,0,REIMS,0,0,1
RIO PRETO,0,0,1,GOIAS,1,0,0
RIO PRETO,0,0,1,SPORT,1,0,0
RIO PRETO,0,0,1,GUARANI,1,0,0
ALIANZA/COL,0,0,1,CRUZEIRO/MG,1,0,0
JUAZEIRO/BA,1,0,0,POCOES/BA,0,0,1
JUAZEIRO/BA,0,1,0,CAMACARI/BA,0,1,0
JUAZEIRO/BA,0,2,3,VITORIA/BA,3,2,0
JUAZEIRO/BA,0,1,1,BAHIA/BA,1,1,0
JUAZEIRO/BA,0,0,1,ITABAIANA/SE,1,0,0
DEMOCRATA SL/MG,0,0,1,SERRA/ES,1,0,0
DEMOCRATA SL/MG,0,1,0,CRUZEIRO/MG,0,1,0
ITUANO/SP,2,0,0,RIO BRANCO/SP,0,0,2
ITUANO/SP,1,0,0,RETRO BRASIL/PE,0,0,1
ITUANO/SP,1,0,1,MARILIA/SP,1,0,1
ITUANO/SP,1,1,0,CSA/AL,0,1,1
ITUANO/SP,0,1,0,CATANDUVENSE/SP,0,1,0
ITUANO/SP,0,0,1,GUARATINGUETA/SP,1,0,0
ITUANO/SP,2,1,1,CRICIUMA/SC,1,1,2
ITUANO/SP,0,1,0,UBERABA/MG,0,1,0
ITUANO/SP,0,0,2,SANTO ANDRE/SP,2,0,0
ITUANO/SP,0,1,3,CEARA/CE,3,1,0
ITUANO/SP,1,3,4,CORINTHIANS/SP,4,3,1
ITUANO/SP,1,1,1,SANTA CRUZ/PE,1,1,1
ITUANO/SP,1,0,0,RB BRAGANTINO/SP,0,0,1
ITUANO/SP,1,1,2,MIRASSOL/SP,2,1,1
ITUANO/SP,2,1,1,CHAPECOENSE/SC,1,1,2
ITUANO/SP,1,0,1,PAULISTA/SP,1,0,1
ITUANO/SP,0,1,1,BARUERI/SP,1,1,0
ITUANO/SP,1,0,2,BRAGANTINO/SP,2,0,1
ITUANO/SP,0,1,1,SAO BERNARDO/SP,1,1,0
ITUANO/SP,0,0,1,AGUA SANTA/SP,1,0,0
ITUANO/SP,0,0,2,YPIRANGA/RS,2,0,0
ITUANO/SP,1,0,1,UNIAO SAO JOAO/SP,1,0,1
ITUANO/SP,0,0,1,OESTE/SP,1,0,0
ITUANO/SP,0,1,0,ATLETICO/GO,0,1,0
ITUANO/SP,1,0,0,AMERICA/SP,0,0,1
ITUANO/SP,0,0,1,FERROVIARIA/SP,1,0,0
ITUANO/SP,0,1,0,MARING/PR,0,1,0
ITUANO/SP,0,1,0,NOROESTE/SP,0,1,0
ITUANO/SP,1,0,0,AMERICA/MG,0,0,1
ITUANO/SP,0,0,1,VASCO DA GAMA/RJ,1,0,0
ITUANO/SP,1,0,0,GREMIO/RS,0,0,1
ITUANO/SP,2,0,0,SPORT/PE,0,0,2
ITUANO/SP,0,0,2,CORITIBA/PR,2,0,0
ITUANO/SP,2,0,1,SAMP CORREA/MA,1,0,2
ITUANO/SP,0,1,2,NOVORIZONTINO/SP,2,1,0
ITUANO/SP,1,0,0,OPERARIO/PR,0,0,1
ITUANO/SP,1,1,0,BOTAFOGO/PB,0,1,1
ITUANO/SP,0,0,1,BAHIA/BA,1,0,0
ITUANO/SP,2,4,3,GUARANI/SP,3,4,2
ITUANO/SP,2,1,1,VILA NOVA/GO,1,1,2
ITUANO/SP,0,0,1,AMAZONAS/AM,1,0,0
ITUANO/SP,2,2,4,PONTE PRETA/SP,4,2,2
ITUANO/SP,2,0,1,GAMA/DF,1,0,2
ITUANO/SP,0,0,1,JUVENTUS/SP,1,0,0
ITUANO/SP,1,0,0,INTERNACIONAL/RS,0,0,1
ITUANO/SP,0,1,2,PAYSANDU/PA,2,1,0
ITUANO/SP,0,1,0,BRUSQUE/SC,0,1,0
ITUANO/SP,0,0,1,AVAI/SC,1,0,0
ITUANO/SP,2,2,2,CRB/AL,2,2,2
ITUANO/SP,2,1,3,PALMEIRAS/SP,3,1,2
ITUANO/SP,1,0,0,VITORIA/BA,0,0,1
ITUANO/SP,1,2,2,PORTUGUESA/SP,2,2,1
ITUANO/SP,0,1,0,JUVENTUDE/RS,0,1,0
ITUANO/SP,5,1,9,SANTOS/SP,9,1,5
ITUANO/SP,1,0,0,XV PIRACICABA/SP,0,0,1
ITUANO/SP,1,1,1,BRASILIENSE/DF,1,1,1
ITUANO/SP,1,0,0,GOIAS/GO,0,0,1
ITUANO/SP,1,1,1,SAO CAETANO/SP,1,1,1
ITUANO/SP,1,0,0,BOA ESPORTE/MG,0,0,1
ITUANO/SP,1,1,3,BOTAFOGO/SP,3,1,1
ITUANO/SP,0,0,2,MOGI MIRIM/SP,2,0,0
ITUANO/SP,1,5,7,SAO PAULO/SP,7,5,1
ITUANO/SP,2,1,1,TOMBENSE/MG,1,1,2
ITUANO/SP,0,0,1,CAXIAS/RS,1,0,0
ITUANO/SP,0,1,0,CAPIVARIANO/SP,0,1,0
ITUANO/SP,0,0,1,INTER LIMEIRA/SP,1,0,0
SALERNITANA,0,0,1,JUVENTUS,1,0,0
OSASUNA,0,0,2,REAL BETIS,2,0,0
OSASUNA,0,0,1,GIRONA,1,0,0
OSASUNA,1,0,0,GRANADA,0,0,1
OSASUNA,0,1,0,REAL MADRID,0,1,0
OSASUNA,0,2,0,BARCELONA,0,2,0
OSASUNA,1,0,0,VALENCIA CLUB,0,0,1
OSASUNA,0,1,0,CADIZ,0,1,0
OSASUNA,1,0,0,ATHLETIC BILBAO,0,0,1
OSASUNA,1,0,0,EIBAR,0,0,1
OSASUNA,0,0,1,CELTA DE VIGO,1,0,0
OSASUNA,0,0,1,REAL SOCIEDAD,1,0,0
CRB,1,0,0,LONDRINA,0,0,1
STOKE CITY,1,0,0,WEST BROMWICH,0,0,1
STOKE CITY,0,0,1,CHELSEA,1,0,0
STOKE CITY,0,0,1,ARSENAL,1,0,0
AA RIOVERDENSE/GO,0,0,1,ATLETICO/GO,1,0,0
CLUB UNION S.FE,0,0,1,MUSHUC RUNA,1,0,0
